x,y
44,20
45,26
38,45
77,10
47,13
43,16
54,29
71,2
72,12
70,2
43,31
48,20
45,48
45,36
55,15
64,0
74,31
84,6
67,30
16,8
55,13
58,27
40,10
42,12
67,12
72,0
48,0
66,9
83,6
56,38
35,36
55,18
54,32
71,18
72,24
92,0
41,0
41,1
56,5
62,3
72,0
78,1
62,10
68,23
55,8
58,4
44,8
63,0
68,0
63,3
38,50
58,30
56,24
39,11
52,24
48,26
53,8
83,0
98,7
56,0
55,2
41,20
25,12
58,5
52,0
38,28
63,10
84,19
71,9
8,7
33,23
48,24
49,24
90,8
58,4
56,5
53,25
45,25
78,10
78,30
75,44
64,0
53,27
37,24
37,18
39,13
51,20
95,46
26,28
28,15
41,30
45,22
45,20
55,11
56,26
60,14
53,44
64,31
69,18
29,48
57,27
32,21
32,21
50,21
67,0
56,5
56,11
77,31
31,15
62,15
58,28
55,25
65,20
96,3
71,16
