x,y
26,6
21,22
18,27
15,25
54,33
37,69
36,54
23,81
10,74
41,5
5,32
8,14
63,34
71,15
70,22
24,38
38,40
40,34
37,30
30,47
35,62
35,62
42,7
54,28
34,35
26,11
26,11
64,34
8,71
2,75
36,29
58,14
51,22
39,31
29,21
26,27
24,28
39,63
57,32
6,10
2,6
4,5
56,38
44,36
22,36
13,30
22,21
31,6
29,6
13,35
44,6
44,13
26,39
14,23
14,10
31,63
44,35
4,10
7,5
3,2
9,53
38,12
33,14
29,6
21,60
10,52
17,18
43,13
43,38
41,45
30,42
34,42
36,44
8,36
10,32
41,29
61,40
34,37
43,4
3,46
3,47
40,40
55,37
14,26
40,27
27,54
27,54
35,46
40,37
