x,y
22,58
20,78
4,61
41,59
39,63
39,57
41,62
21,67
51,73
22,41
36,58
26,72
66,87
59,88
60,86
31,59
29,77
4,57
3,58
26,58
30,71
27,72
26,66
52,79
47,95
46,95
27,56
28,50
34,53
72,89
52,90
13,52
29,83
27,76
44,97
47,90
41,83
19,68
30,70
50,70
51,80
59,83
63,80
37,57
57,95
29,60
51,59
59,69
48,54
32,38
33,39
58,95
55,96
57,79
45,35
35,76
24,72
25,52
19,72
33,92
43,73
75,76
46,67
47,47
47,47
36,52
28,84
28,85
29,96
26,65
32,55
53,74
59,79
52,59
53,56
41,83
44,81
30,66
63,88
64,81
33,29
53,47
52,84
54,67
53,54
56,44
63,46
53,46
56,53
60,47
58,46
62,58
65,50
64,56
64,76
47,64
35,45
66,82
61,93
55,67
65,60
66,52
65,51
65,60
35,66
37,66
37,57
34,46
56,74
54,69
32,66
36,70
34,66
28,49
13,50
12,72
23,67
47,62
4,58
31,63
27,64
42,59
53,6
42,15
48,63
32,40
32,40
57,69
32,65
56,50
26,78
55,34
29,82
58,46
6,23
35,54
60,54
66,46
67,62
48,65
14,36
14,36
29,45
67,59
60,53
31,27
30,68
42,78
27,80
32,87
37,31
70,41
35,61
27,81
46,53
