x,y
23,7
6,10
44,24
68,7
58,0
31,13
55,7
68,0
79,36
79,46
36,23
41,10
43,41
31,7
27,8
56,12
61,5
69,15
53,7
56,8
52,16
53,4
60,4
57,14
58,12
50,7
51,18
54,10
59,15
51,29
54,23
55,24
65,11
65,8
44,23
44,23
43,12
37,15
52,33
7,25
7,16
35,15
59,37
80,0
88,7
89,8
89,8
42,27
9,25
63,20
63,2
28,42
16,16
35,25
45,16
69,27
70,10
53,8
47,3
36,100
57,84
72,67
81,65
73,74
67,84
64,92
68,100
62,83
68,74
22,54
27,55
45,68
65,88
75,84
66,65
68,79
77,88
54,72
58,70
59,100
64,84
59,75
63,74
57,70
67,62
61,66
60,70
65,77
65,73
71,83
70,89
69,81
52,76
52,76
56,73
80,56
75,57
68,75
72,71
88,100
70,95
68,92
69,76
70,63
69,73
73,78
72,83
73,79
37,100
55,87
66,100
68,89
43,82
62,75
71,75
75,84
69,87
88,96
20,85
14,90
30,82
69,70
36,79
53,86
52,86
78,73
57,69
57,81
58,84
60,84
56,88
72,82
68,93
68,74
73,82
40,100
