x,y
45,48
56,26
89,25
90,14
27,43
27,33
90,8
43,15
77,35
35,56
77,90
96,42
99,0
81,29
80,10
84,96
82,71
42,9
51,15
46,28
69,73
72,75
81,87
87,83
89,95
85,97
78,94
63,94
44,44
52,40
22,17
18,70
20,70
21,18
51,43
53,97
59,92
61,92
74,41
91,50
67,28
66,5
76,3
84,13
56,70
55,85
11,41
37,90
42,25
66,46
45,15
60,2
61,6
63,6
75,32
79,70
32,41
25,65
33,66
78,65
81,61
81,62
91,46
43,42
85,87
85,92
88,93
83,96
56,85
45,92
53,68
86,73
82,89
74,70
75,52
25,84
14,92
16,85
28,16
66,46
82,19
47,73
47,70
47,69
63,20
74,27
64,17
