x,y
36,46
38,31
61,23
27,29
27,24
35,37
36,34
32,37
76,79
39,66
34,38
51,60
29,59
29,49
32,30
35,39
31,31
31,32
35,25
33,28
51,33
40,22
39,22
32,29
32,28
33,33
28,56
23,29
33,41
44,18
46,58
47,57
26,39
27,29
54,47
33,18
46,31
41,32
65,61
29,28
39,37
46,29
36,22
41,19
36,44
54,6
33,70
33,70
29,36
11,46
13,46
3,54
2,54
33,42
31,16
30,20
37,27
3,51
6,47
38,31
30,31
27,44
26,41
29,30
38,16
31,24
34,22
42,55
45,51
35,37
40,32
46,42
41,49
21,23
22,36
10,34
32,31
39,32
35,25
69,17
21,29
54,32
56,25
30,47
32,47
43,49
51,37
27,41
43,30
44,17
40,12
41,38
54,42
24,34
76,37
29,40
32,40
42,39
34,32
36,36
53,49
62,41
55,37
6,46
26,31
63,9
14,32
34,31
58,32
43,22
47,69
53,49
53,30
49,40
60,33
42,8
39,4
42,33
64,64
35,21
69,35
10,52
52,22
61,48
53,24
60,37
57,32
63,36
