x,y
13,50
22,50
4,45
4,51
7,46
30,49
8,49
14,52
14,55
19,52
29,39
24,42
26,51
17,51
29,59
26,51
16,68
17,56
0,48
0,48
13,46
4,53
4,49
19,51
11,58
18,51
12,62
3,66
10,51
9,50
26,50
0,50
0,50
11,44
12,44
25,43
30,53
12,54
14,49
18,51
18,47
16,54
19,55
20,53
11,54
15,54
18,53
19,52
27,51
19,58
3,39
3,39
26,48
8,63
14,51
5,49
15,50
22,59
20,55
5,50
24,51
14,55
14,52
9,54
8,50
20,54
8,49
15,65
13,60
7,48
17,42
24,53
25,50
18,49
11,80
11,80
21,53
15,53
4,51
4,50
14,53
18,50
15,43
15,44
15,43
13,45
15,44
1,47
0,50
13,46
15,27
5,51
27,48
22,61
