x,y
64,81
23,78
64,95
54,94
54,94
35,95
26,89
31,94
72,100
67,96
76,100
74,100
65,94
67,95
12,60
32,100
24,77
23,77
16,98
70,100
58,70
57,95
56,98
68,100
62,80
78,100
54,97
66,99
41,98
77,77
56,95
8,85
4,82
3,56
25,88
7,36
41,91
8,62
40,97
47,100
69,79
30,100
35,96
8,63
20,100
10,89
19,100
32,85
25,61
38,81
36,94
35,93
59,94
95,95
26,89
15,90
11,87
28,93
94,70
85,76
73,66
73,65
65,100
15,96
40,98
34,97
74,98
12,60
15,68
26,93
34,100
66,91
67,95
73,97
5,63
18,63
51,98
47,45
40,63
41,56
46,86
42,100
64,96
60,94
72,94
75,60
