x,y
75,76
71,84
69,76
80,94
67,84
34,89
42,39
36,62
60,69
81,100
71,87
70,92
71,92
63,78
70,91
58,85
61,71
66,71
74,74
36,71
57,71
59,73
62,69
83,66
57,65
78,82
55,89
62,85
68,89
65,83
51,90
46,53
67,71
67,79
67,100
14,51
14,50
54,78
48,45
56,69
65,64
59,67
86,100
30,57
34,39
76,63
39,92
18,92
3,91
15,50
31,67
33,78
35,55
55,70
69,75
31,94
29,100
66,95
66,95
53,93
34,85
34,83
34,60
44,55
44,63
78,75
54,100
31,69
50,45
50,47
80,100
80,95
71,78
78,65
90,86
9,75
67,74
49,100
19,89
17,93
17,92
8,58
4,85
21,28
19,77
62,11
88,46
53,100
81,84
61,73
22,100
72,68
41,83
39,81
37,76
11,60
11,64
