x,y
27,70
20,73
4,58
39,66
45,76
38,79
58,77
47,67
34,80
47,49
55,67
53,62
71,89
53,57
43,14
40,27
35,35
58,69
4,37
1,27
29,64
55,65
53,68
32,67
5,58
62,63
33,68
57,79
37,65
48,52
39,52
40,63
24,58
25,83
27,60
20,54
40,79
22,71
36,71
28,64
26,65
7,48
2,42
52,60
36,67
35,49
36,51
31,38
37,33
42,36
36,27
28,50
9,55
15,65
12,35
12,40
33,50
31,60
46,46
13,59
5,61
32,53
18,73
29,54
27,51
9,51
4,54
30,27
29,27
30,43
26,28
26,27
29,82
30,82
42,73
41,75
42,79
38,32
36,35
36,35
29,36
37,50
26,51
9,68
11,49
31,48
16,57
14,55
31,60
45,57
59,71
13,50
21,61
4,64
21,58
33,62
34,78
31,75
31,76
31,65
18,53
9,28
9,27
10,47
5,52
