x,y
52,44
46,42
51,42
43,35
45,24
23,41
34,41
25,33
32,28
21,24
10,24
24,28
64,3
52,20
29,41
41,21
44,34
39,31
62,26
38,26
34,29
35,37
35,39
22,30
47,46
41,74
48,45
57,21
53,38
52,33
57,34
32,28
65,47
15,35
64,7
64,7
51,14
22,46
47,41
32,26
36,20
52,46
48,39
21,27
64,18
17,11
45,22
53,34
28,25
13,19
35,31
43,38
33,24
41,41
51,48
51,44
58,28
52,36
59,25
65,48
47,49
50,46
40,9
26,28
32,47
30,54
20,33
52,40
52,43
25,53
36,11
31,33
22,19
32,23
52,36
48,35
39,34
34,39
29,23
32,34
46,56
61,31
47,49
44,58
35,59
64,44
47,48
46,47
42,30
30,34
16,33
22,26
71,36
49,34
