name,home,away,period,groupName
Ball possession,51%,49%,ALL,Match overview
Expected goals,0.67,0.25,ALL,Match overview
Total shots,9,4,ALL,Match overview
Goalkeeper saves,0,2,ALL,Match overview
Corner kicks,3,0,ALL,Match overview
Fouls,7,9,ALL,Match overview
Passes,496,491,ALL,Match overview
Tackles,16,18,ALL,Match overview
Free kicks,9,7,ALL,Match overview
Yellow cards,0,1,ALL,Match overview
Total shots,9,4,ALL,Shots
Shots on target,3,1,ALL,Shots
Hit woodwork,0,0,ALL,Shots
Shots off target,6,2,ALL,Shots
Blocked shots,0,1,ALL,Shots
Shots inside box,8,1,ALL,Shots
Shots outside box,1,3,ALL,Shots
Touches in penalty area,22,10,ALL,Attack
Fouled in final third,0,3,ALL,Attack
Offsides,2,2,ALL,Attack
Accurate passes,413,412,ALL,Passes
Throw-ins,16,19,ALL,Passes
Final third entries,51,48,ALL,Passes
Final third phase,86/117 (74%),74/106 (70%),ALL,Passes
Long balls,20/46 (43%),21/53 (40%),ALL,Passes
Crosses,8/23 (35%),1/7 (14%),ALL,Passes
Duels,49%,51%,ALL,Duels
Dispossessed,8,9,ALL,Duels
Ground duels,28/56 (50%),28/56 (50%),ALL,Duels
Aerial duels,14/30 (47%),16/30 (53%),ALL,Duels
Dribbles,4/14 (29%),3/10 (30%),ALL,Duels
Tackles won,63%,50%,ALL,Defending
Total tackles,16,18,ALL,Defending
Interceptions,7,7,ALL,Defending
Recoveries,51,51,ALL,Defending
Clearances,10,22,ALL,Defending
Total saves,0,2,ALL,Goalkeeping
Goals prevented,-0.84,0.19,ALL,Goalkeeping
Big saves,0,1,ALL,Goalkeeping
High claims,0,2,ALL,Goalkeeping
Goal kicks,4,9,ALL,Goalkeeping
Ball possession,50%,50%,1ST,Match overview
Expected goals,0.24,0.18,1ST,Match overview
Total shots,5,1,1ST,Match overview
Goalkeeper saves,0,2,1ST,Match overview
Corner kicks,0,0,1ST,Match overview
Passes,265,270,1ST,Match overview
Tackles,8,11,1ST,Match overview
Free kicks,6,3,1ST,Match overview
Yellow cards,0,0,1ST,Match overview
Total shots,5,1,1ST,Shots
Shots on target,2,0,1ST,Shots
Hit woodwork,0,0,1ST,Shots
Shots off target,3,1,1ST,Shots
Blocked shots,0,0,1ST,Shots
Shots inside box,4,1,1ST,Shots
Shots outside box,1,0,1ST,Shots
Fouled in final third,0,2,1ST,Attack
Offsides,1,0,1ST,Attack
Accurate passes,217,223,1ST,Passes
Throw-ins,6,10,1ST,Passes
Final third entries,25,28,1ST,Passes
Long balls,10/25 (40%),9/26 (35%),1ST,Passes
Crosses,2/6 (33%),1/4 (25%),1ST,Passes
Duels,49%,51%,1ST,Duels
Dispossessed,5,5,1ST,Duels
Ground duels,16/33 (48%),17/33 (52%),1ST,Duels
Aerial duels,5/10 (50%),5/10 (50%),1ST,Duels
Dribbles,3/9 (33%),3/6 (50%),1ST,Duels
Tackles won,75%,64%,1ST,Defending
Total tackles,8,11,1ST,Defending
Interceptions,2,3,1ST,Defending
Recoveries,29,30,1ST,Defending
Clearances,6,9,1ST,Defending
Total saves,0,2,1ST,Goalkeeping
Goal kicks,3,2,1ST,Goalkeeping
Ball possession,53%,47%,2ND,Match overview
Expected goals,0.43,0.07,2ND,Match overview
Total shots,4,3,2ND,Match overview
Goalkeeper saves,0,0,2ND,Match overview
Corner kicks,3,0,2ND,Match overview
Passes,231,221,2ND,Match overview
Tackles,8,7,2ND,Match overview
Free kicks,3,4,2ND,Match overview
Yellow cards,0,1,2ND,Match overview
Total shots,4,3,2ND,Shots
Shots on target,1,1,2ND,Shots
Hit woodwork,0,0,2ND,Shots
Shots off target,3,1,2ND,Shots
Blocked shots,0,1,2ND,Shots
Shots inside box,4,0,2ND,Shots
Shots outside box,0,3,2ND,Shots
Fouled in final third,0,1,2ND,Attack
Offsides,1,2,2ND,Attack
Accurate passes,196,189,2ND,Passes
Throw-ins,10,9,2ND,Passes
Final third entries,26,20,2ND,Passes
Long balls,10/21 (48%),12/27 (44%),2ND,Passes
Crosses,6/17 (35%),0/3 (0%),2ND,Passes
Duels,49%,51%,2ND,Duels
Dispossessed,3,4,2ND,Duels
Ground duels,12/23 (52%),11/23 (48%),2ND,Duels
Aerial duels,9/20 (45%),11/20 (55%),2ND,Duels
Dribbles,1/5 (20%),0/4 (0%),2ND,Duels
Tackles won,50%,29%,2ND,Defending
Total tackles,8,7,2ND,Defending
Interceptions,5,4,2ND,Defending
Recoveries,22,21,2ND,Defending
Clearances,4,13,2ND,Defending
Total saves,0,0,2ND,Goalkeeping
Goal kicks,1,7,2ND,Goalkeeping
