x,y
22,85
74,3
78,10
97,17
86,8
82,8
75,24
99,0
29,27
45,5
89,0
72,7
57,27
56,27
53,12
63,1
67,0
63,2
91,9
44,18
4,15
29,0
33,4
36,0
9,55
6,26
3,26
65,6
76,39
80,57
43,17
37,13
75,5
88,15
89,19
84,14
94,14
72,7
75,16
56,11
41,0
27,0
32,8
32,5
31,6
20,4
27,0
28,4
78,6
81,7
80,15
93,19
67,7
67,25
73,9
67,24
74,74
33,54
74,24
62,28
62,21
64,13
9,47
5,48
4,47
11,20
11,39
31,27
26,30
22,35
26,40
94,24
95,25
67,24
70,33
61,33
57,31
62,14
51,6
17,16
15,9
50,15
70,11
65,19
65,56
63,25
69,13
65,9
67,27
67,58
66,25
31,20
10,18
18,20
18,20
5,12
44,14
83,0
79,73
38,10
59,0
61,4
72,27
86,36
27,33
27,33
27,33
