x,y
9,100
15,56
37,86
33,84
99,0
65,94
63,93
55,92
45,93
41,87
40,86
21,100
6,94
26,100
28,94
65,100
67,76
25,87
63,78
41,88
74,82
31,85
63,89
69,85
31,87
28,75
30,87
47,75
46,80
62,77
60,76
72,88
41,88
39,88
43,74
99,99
97,75
60,66
31,88
39,81
55,96
37,83
43,84
70,80
79,77
78,75
44,93
40,83
50,89
51,89
31,77
31,77
39,85
7,65
91,75
93,86
71,75
52,50
66,69
80,90
60,77
53,84
58,93
60,85
75,83
93,17
75,10
41,81
76,63
88,72
88,72
80,64
25,67
25,67
38,82
26,61
53,70
83,88
85,88
54,88
73,81
63,64
54,73
52,74
74,67
55,84
89,87
40,92
37,87
79,76
72,81
21,79
27,86
59,85
27,90
14,92
9,94
33,85
35,89
40,92
34,88
37,88
57,83
34,88
29,83
32,85
70,39
33,83
35,84
35,84
81,87
19,81
18,69
17,67
23,94
46,100
24,100
24,97
13,90
13,90
17,96
21,90
59,93
62,95
13,93
28,95
22,91
54,100
