x,y
87,52
88,39
62,72
31,22
46,12
43,12
36,37
53,43
45,6
45,6
56,9
55,6
36,23
35,29
73,32
59,26
58,26
52,41
61,17
43,25
31,51
29,84
30,82
15,48
25,41
26,72
68,43
32,54
52,33
43,28
43,28
27,44
32,23
45,47
45,47
71,25
64,80
75,88
54,31
48,66
74,63
36,13
62,24
66,20
66,14
66,25
58,69
68,38
45,6
43,77
31,70
25,52
18,6
65,9
33,16
31,62
58,9
42,73
40,92
56,37
61,32
65,49
34,69
10,29
63,75
70,75
54,70
22,47
10,66
75,7
75,5
68,5
31,54
55,69
64,41
52,56
68,10
52,32
58,14
56,15
54,19
29,33
62,70
25,34
61,79
