x,y
39,8
13,42
13,17
12,8
43,19
45,4
33,10
79,12
79,14
79,11
46,55
46,28
67,32
76,48
66,8
69,15
55,11
63,20
9,30
10,26
78,22
45,30
82,48
34,31
46,47
85,68
36,7
56,34
91,40
46,50
32,6
52,52
56,30
73,17
69,0
41,8
39,5
42,5
39,13
29,6
32,7
85,10
84,44
65,29
14,31
20,28
15,28
56,13
69,34
67,52
4,41
33,56
59,30
58,29
60,29
44,45
64,0
47,35
55,28
51,45
4,27
2,24
2,23
54,45
60,23
61,33
65,25
67,56
63,29
69,28
67,26
69,18
67,16
94,30
95,40
57,47
63,31
62,40
51,17
58,34
55,25
88,20
45,46
11,61
11,61
11,61
37,21
30,27
