x,y
33,8
29,30
28,38
35,37
28,50
28,23
44,46
63,41
63,42
60,45
67,40
46,66
32,35
44,47
44,37
52,40
55,40
3,32
4,25
22,31
53,44
54,38
53,43
36,36
46,46
66,52
70,48
38,38
32,45
26,33
32,56
17,54
46,46
36,50
57,23
31,43
11,64
26,22
41,26
40,29
11,32
15,49
13,24
4,30
52,43
55,47
44,44
46,44
44,45
18,54
27,35
36,35
31,55
12,31
53,51
57,30
47,13
10,21
65,36
47,37
43,68
35,28
27,44
43,30
9,42
2,32
28,53
34,39
30,42
44,46
32,76
35,69
35,67
32,49
21,31
9,7
95,57
44,42
11,13
27,24
43,48
35,10
22,21
44,51
