x,y
66,0
89,7
90,8
13,7
19,9
16,7
20,4
18,0
16,3
25,0
36,0
39,9
57,0
21,3
38,8
48,11
37,9
61,7
61,7
62,12
18,26
13,26
62,0
65,5
17,15
35,10
28,10
65,17
39,15
33,17
11,25
21,9
40,22
45,23
46,18
58,23
56,21
34,9
14,10
10,7
64,5
57,6
70,50
69,50
32,10
13,14
42,7
65,19
41,5
66,14
66,14
14,34
43,7
65,16
67,13
66,11
66,11
89,16
77,15
85,32
87,0
60,15
57,31
46,27
46,27
54,26
89,0
88,3
61,14
32,9
31,8
46,9
33,13
54,9
57,6
45,11
44,9
61,6
59,4
21,8
25,19
25,19
42,30
44,29
22,22
27,23
65,21
65,12
63,8
51,9
52,9
23,15
16,17
