x,y
3,35
34,34
51,32
7,16
34,32
69,46
64,58
34,25
13,42
4,32
45,31
44,49
29,28
18,31
12,15
26,31
26,31
15,11
30,50
21,31
13,29
19,20
25,20
55,38
35,11
23,29
9,18
5,16
27,41
39,21
33,47
35,19
60,30
54,19
13,18
4,34
73,28
70,23
60,23
68,37
69,33
44,33
26,45
14,14
60,35
67,7
32,28
21,17
38,41
15,27
11,21
6,13
32,50
8,23
53,12
52,25
11,17
43,11
5,12
6,11
42,17
62,44
31,8
63,33
65,30
60,30
64,21
65,44
72,28
30,25
31,22
37,25
51,10
57,20
67,43
66,30
48,42
39,38
13,37
52,36
53,36
69,56
52,27
38,27
67,46
45,41
45,37
60,11
68,43
25,68
25,69
22,22
13,26
11,8
90,60
28,23
91,52
89,51
29,33
35,28
34,55
27,41
88,57
57,56
31,26
11,23
32,37
56,27
56,27
3,55
15,47
37,27
