x,y
40,37
47,17
65,16
66,18
11,5
12,16
15,15
28,53
28,54
24,62
17,54
56,66
66,13
33,27
33,46
18,33
30,18
31,76
46,42
32,51
40,25
43,19
22,46
71,13
32,59
35,54
39,63
26,23
27,24
62,76
60,79
32,23
16,14
66,7
35,12
32,15
26,80
31,70
40,54
43,64
30,24
29,24
60,91
38,26
30,16
29,11
13,55
37,62
53,44
56,67
43,36
24,8
39,19
59,73
52,26
34,44
34,66
36,58
55,30
50,19
41,8
39,14
75,79
82,57
63,86
51,64
74,38
70,73
73,75
70,87
35,64
33,70
12,46
20,48
27,60
37,24
44,51
43,55
67,42
32,52
61,66
66,58
70,35
62,20
63,19
61,28
68,30
69,58
63,64
62,33
61,22
64,62
