x,y
25,83
12,92
48,90
88,77
54,87
46,99
54,80
82,81
83,90
96,73
72,81
66,84
70,82
81,91
83,96
82,92
69,94
54,96
65,94
97,84
26,52
66,96
36,95
76,96
81,93
84,93
76,96
70,95
89,96
63,92
60,73
55,68
68,83
69,86
85,78
94,90
34,90
40,84
39,88
60,75
57,74
85,94
92,76
92,77
72,84
67,92
67,94
77,88
73,94
90,100
85,96
83,92
81,97
70,78
82,90
83,89
40,56
53,73
40,83
36,85
36,91
69,95
84,46
68,81
72,76
78,83
81,89
91,81
88,83
99,99
75,82
81,77
42,85
42,85
72,93
44,74
38,86
40,89
81,94
61,83
95,77
75,80
75,84
92,84
99,99
75,81
81,89
97,73
71,33
68,32
77,6
72,2
7,13
4,13
55,9
52,5
54,11
23,18
23,18
80,4
54,15
37,6
45,12
8,39
3,59
