Match ID,Team,Player Name,Position,Jersey Number,Height,Country,Date of Birth,Substitute,Total Pass,Accurate Pass,Rating
12436504,Home,Caoimhin Kelleher,G,62,188,Ireland,911779200,False,40,25,6.9
12436504,Home,Trent Alexander-Arnold,D,66,180,England,907718400,False,39,30,7.1
12436504,Home,Joe Gomez,D,2,188,England,864345600,False,76,67,7
12436504,Home,Virgil van Dijk,D,4,193,Netherlands,678931200,False,40,37,7.4
12436504,Home,Andrew Robertson,D,26,178,Scotland,763344000,False,25,23,7.2
12436504,Home,Ryan Gravenberch,M,38,190,Netherlands,1021507200,False,37,33,6.7
12436504,Home,Alexis Mac Allister,M,10,176,Argentina,914457600,False,38,34,7.6
12436504,Home,Mohamed Salah,M,11,175,Egypt,708566400,False,15,11,7.9
12436504,Home,Dominik Szoboszlai,M,8,187,Hungary,972432000,False,58,48,7.5
12436504,Home,Cody Gakpo,F,18,193,Netherlands,926035200,False,15,12,7.1
12436504,Home,Luis Díaz,F,7,178,Colombia,853113600,False,16,14,7
12436504,Home,Jarell Quansah,D,78,190,England,1043798400,True,6,4,6.2
12436504,Home,Darwin Núñez,F,9,188,Uruguay,930182400,True,1,Unknown,6.8
12436504,Home,Curtis Jones,M,17,185,England,980812800,True,8,8,7
12436504,Home,Harvey Elliott,M,19,170,England,1049414400,True,1,1,Unknown
12436504,Home,Vítězslav Jaroš,G,56,190,Czechia,995846400,True,Unknown,Unknown,Unknown
12436504,Home,Harvey Davies,G,1,185,England,1062547200,True,Unknown,Unknown,Unknown
12436504,Home,Wataru Endo,M,3,178,Japan,729216000,True,Unknown,Unknown,Unknown
12436504,Home,Tyler Morton,M,80,178,England,1036022400,True,Unknown,Unknown,Unknown
12436504,Home,Trey Nyoni,M,8,180,England,1183161600,True,Unknown,Unknown,Unknown
12436504,Away,Stefan Ortega,G,18,186,Germany,721008000,False,39,33,7.2
12436504,Away,Kyle Walker,D,32,183,England,643852800,False,52,44,6.6
12436504,Away,Rúben Dias,D,3,188,Portugal,863568000,False,76,72,6.8
12436504,Away,Manuel Akanji,D,25,187,Switzerland,806112000,False,68,63,6.6
12436504,Away,Nathan Aké,D,6,180,Netherlands,793065600,False,60,52,7.1
12436504,Away,Bernardo Silva,M,20,173,Portugal,776476800,False,79,70,7.1
12436504,Away,İlkay Gündoğan,M,19,180,Germany,656726400,False,39,34,6.7
12436504,Away,Rico Lewis,D,82,170,England,1100995200,False,22,19,7.2
12436504,Away,Phil Foden,M,47,171,England,959472000,False,35,31,6
12436504,Away,Matheus Nunes,M,27,183,Portugal,904176000,False,21,18,6.4
12436504,Away,Erling Haaland,F,9,194,Norway,964137600,False,7,6,6.7
12436504,Away,Jérémy Doku,F,11,173,Belgium,1022457600,True,18,15,7.2
12436504,Away,Savinho,M,26,176,Brazil,1081555200,True,10,8,6.5
12436504,Away,Jack Grealish,M,10,180,England,810691200,True,11,9,6.8
12436504,Away,Kevin De Bruyne,M,17,181,Belgium,678067200,True,7,7,6.5
12436504,Away,Ederson,G,31,188,Brazil,745545600,True,Unknown,Unknown,Unknown
12436504,Away,Scott Carson,G,33,188,England,494553600,True,Unknown,Unknown,Unknown
12436504,Away,Joško Gvardiol,D,24,186,Croatia,1011744000,True,Unknown,Unknown,Unknown
12436504,Away,Nico O'Reilly,M,75,193,England,1111363200,True,Unknown,Unknown,Unknown
12436504,Away,James McAtee,M,87,180,England,1034899200,True,Unknown,Unknown,Unknown
