x,y
27,30
33,31
63,32
26,23
89,23
76,18
67,6
70,5
26,28
13,4
13,44
13,44
14,44
28,37
59,15
38,7
27,32
31,26
34,26
34,26
24,27
29,11
28,31
25,12
13,42
51,45
51,43
50,43
34,34
23,11
10,43
13,52
21,49
3,52
68,63
44,62
5,47
29,27
28,42
29,36
41,29
25,15
43,34
38,13
44,60
17,29
97,63
86,18
34,30
45,48
41,32
9,21
35,52
19,35
21,36
34,52
18,36
32,47
31,47
33,46
33,7
30,74
31,81
32,91
34,49
46,39
35,47
18,39
72,14
55,29
53,28
39,25
28,13
28,13
28,36
98,19
64,94
30,44
58,28
54,15
45,53
30,32
68,37
63,23
70,23
40,22
76,36
42,23
56,16
45,23
44,24
