x,y
52,80
59,92
78,79
79,89
76,88
37,94
36,97
34,23
63,66
62,28
58,91
68,73
47,95
92,93
92,39
98,39
61,86
28,27
34,24
31,30
32,29
21,53
21,54
59,25
62,68
80,70
45,29
54,40
42,4
30,75
37,81
76,57
35,77
35,93
73,67
89,56
89,36
57,30
62,30
19,45
27,30
28,37
26,39
26,42
44,40
58,92
59,92
44,26
46,31
16,93
38,31
36,30
99,99
24,45
24,43
25,41
26,40
35,31
47,16
69,75
41,13
53,27
53,26
70,66
72,51
70,48
87,45
41,23
59,20
60,15
60,15
53,39
67,56
29,52
65,67
75,71
24,66
29,54
77,35
24,31
89,38
71,23
70,22
58,34
45,49
38,86
37,89
