x,y
44,9
42,9
14,51
26,41
35,21
46,32
33,51
34,50
32,35
22,83
34,11
14,34
26,34
20,32
24,33
41,15
35,8
55,23
47,30
55,83
27,43
28,29
13,4
54,16
23,35
23,37
30,34
23,7
32,26
32,9
42,74
46,82
48,76
42,76
30,29
31,18
29,15
31,7
39,64
51,29
23,32
27,21
37,33
32,27
37,13
39,14
37,16
27,30
25,21
24,35
27,25
35,19
33,47
30,54
30,55
65,34
50,25
3,18
0,16
16,34
59,19
58,21
62,52
4,18
4,18
6,3
37,22
35,36
63,59
32,33
23,28
14,28
25,62
91,97
52,29
25,29
19,51
59,93
43,28
8,44
5,38
54,45
15,27
32,35
8,52
15,4
42,21
41,23
29,49
42,27
31,22
33,38
36,40
