x,y
24,45
40,85
61,97
72,95
10,97
60,96
57,94
45,92
39,91
49,95
89,77
56,93
57,65
45,100
24,88
54,100
54,96
55,78
56,77
80,100
78,98
66,99
72,85
34,89
43,84
53,91
89,80
68,74
60,96
57,97
32,100
55,69
55,69
75,87
44,71
42,77
81,76
75,84
12,85
24,78
57,82
37,98
52,95
70,78
87,93
93,85
65,93
24,95
36,88
41,83
44,81
83,84
37,90
47,100
42,95
60,53
66,93
66,92
67,93
55,65
1,80
1,81
30,78
86,89
89,90
47,96
26,95
38,100
59,86
27,91
8,58
63,95
74,96
92,81
40,100
61,100
43,83
42,80
40,80
7,59
0,75
55,57
51,70
25,94
9,76
