x,y
35,88
72,89
86,90
91,89
89,62
83,100
90,93
87,88
26,100
26,92
25,88
8,87
4,93
51,86
47,96
56,89
56,90
65,100
24,82
21,86
57,90
97,78
93,75
61,90
64,83
79,70
76,57
61,56
57,100
59,94
62,100
59,90
59,90
69,93
70,96
19,88
72,92
90,95
44,79
46,86
31,86
33,81
59,82
70,90
63,86
29,90
63,100
85,79
72,46
84,84
78,68
71,55
71,28
35,69
31,84
58,82
76,85
78,82
35,91
41,87
30,93
36,90
56,90
5,70
21,93
78,93
82,100
77,94
74,73
57,89
66,67
98,75
95,71
90,93
81,84
88,80
95,78
56,90
73,92
90,87
9,75
9,73
10,88
33,85
8,62
11,64
98,74
38,88
43,83
93,88
70,86
64,87
24,81
31,88
36,85
62,83
25,90
29,87
41,72
36,83
37,84
76,85
90,74
75,82
39,83
40,85
68,72
83,90
45,88
