x,y
30,48
51,78
26,91
25,60
23,67
14,65
4,61
22,88
37,76
30,64
43,89
20,51
15,54
23,67
12,84
6,85
4,60
25,80
19,83
32,50
25,65
31,70
34,68
32,68
25,62
37,87
47,73
54,77
63,73
24,78
34,69
32,60
36,67
6,85
68,64
66,88
71,83
61,80
52,68
5,65
4,61
35,86
39,69
37,67
27,71
25,72
38,85
68,80
63,75
23,75
34,65
27,68
35,70
63,79
46,69
56,72
57,74
54,66
56,71
54,69
24,59
7,59
34,67
15,87
20,81
27,70
53,72
38,84
27,90
46,83
44,76
27,64
38,71
45,75
44,78
23,79
27,70
25,71
43,68
41,76
27,37
8,54
39,87
11,54
34,87
