x,y
29,67
38,67
16,57
22,32
28,50
28,68
44,48
35,45
32,43
27,43
36,67
31,64
33,95
34,69
31,64
26,58
45,40
53,55
44,48
35,61
59,66
51,73
25,60
1,83
22,44
22,44
68,74
71,73
72,73
67,72
38,61
2,41
20,48
23,42
34,82
36,73
93,56
30,41
34,37
14,50
36,66
35,46
35,40
54,55
59,78
22,50
33,87
34,86
37,89
18,94
45,56
34,65
47,65
3,54
12,56
24,38
30,46
42,64
34,48
31,50
31,50
41,27
40,49
47,57
64,34
55,37
27,45
26,54
59,13
72,25
34,54
31,61
31,8
30,40
39,71
88,45
37,72
43,67
21,97
23,79
8,50
8,52
32,44
48,51
68,24
63,3
61,9
7,51
