x,y
30,33
27,38
54,23
65,34
35,25
18,50
47,18
11,81
11,81
1,68
48,25
19,33
12,44
30,37
41,31
29,47
43,46
25,40
39,31
31,44
33,41
40,33
19,17
68,59
66,61
56,44
63,30
12,24
29,42
47,51
46,51
36,33
20,37
8,28
53,41
20,28
34,35
41,60
52,43
37,45
62,31
29,16
29,18
29,35
27,32
46,46
28,44
13,40
41,45
27,5
31,8
34,10
31,18
18,50
32,34
56,24
87,44
90,49
23,20
36,51
14,33
14,33
3,39
31,28
39,26
23,26
21,27
3,38
9,37
21,29
30,34
7,25
15,19
44,42
8,52
4,39
19,18
59,29
25,31
25,31
31,16
4,40
25,40
10,47
43,34
6,50
20,30
20,29
