x,y
35,21
32,20
28,0
55,3
56,0
62,7
63,39
65,24
46,9
41,12
41,20
67,21
46,27
38,18
60,1
62,24
62,30
62,30
22,20
22,19
69,13
53,17
50,20
68,45
60,5
65,24
67,11
68,27
45,34
13,5
9,10
24,1
42,5
40,10
58,19
37,28
36,7
34,0
29,37
58,29
37,11
29,16
44,7
2,12
23,5
80,2
81,3
42,13
45,10
41,79
52,11
59,7
10,18
38,23
37,20
41,16
62,21
41,5
53,10
53,3
71,12
11,43
27,25
29,20
66,0
94,10
79,81
28,23
71,18
74,9
41,9
44,5
58,10
55,6
57,0
72,15
53,0
68,4
73,0
93,15
56,10
7,34
61,10
77,32
82,7
8,35
32,53
3,19
5,21
45,6
