x,y
12,8
56,30
55,57
63,21
43,33
79,85
90,24
90,24
63,70
63,70
48,44
70,29
60,80
97,29
92,12
75,11
81,4
88,16
80,25
65,64
52,53
64,48
63,27
51,32
10,63
78,69
37,30
24,60
40,30
58,24
55,2
55,22
60,23
64,5
62,5
30,15
41,13
50,50
30,12
30,12
57,17
76,8
44,6
70,23
95,27
38,4
34,8
35,10
47,17
84,7
85,9
88,7
56,22
79,33
67,55
71,31
67,31
71,33
84,52
20,86
14,13
63,64
62,63
62,66
61,70
68,78
89,35
63,38
63,38
78,25
69,21
37,36
81,21
32,11
35,7
40,4
39,6
70,4
63,38
56,44
76,30
77,30
55,16
54,33
70,19
68,15
57,7
69,49
