x,y
43,33
45,17
35,31
30,3
44,24
9,16
25,12
9,44
3,25
7,52
27,33
28,35
59,35
79,23
44,31
45,14
41,20
31,39
41,25
53,10
55,30
56,19
38,15
36,25
44,24
25,7
10,14
9,8
6,49
65,44
67,46
64,30
78,9
74,28
64,36
48,29
63,29
68,23
55,18
56,16
42,18
62,18
97,21
97,21
57,37
20,24
56,13
40,19
45,11
44,19
38,23
40,32
42,15
58,8
56,15
63,5
60,7
6,50
43,28
42,34
40,32
28,19
34,29
65,32
59,24
11,34
6,48
36,33
95,53
53,32
53,40
52,27
46,17
61,0
44,19
36,16
40,13
19,17
19,17
13,43
12,38
26,11
24,15
54,27
59,0
55,6
55,34
20,14
9,12
59,77
11,44
37,17
34,23
