x,y
8,47
6,60
57,96
39,31
38,73
32,83
9,71
11,77
22,74
55,74
46,67
38,74
65,55
88,81
60,87
44,84
47,85
39,70
13,74
38,95
14,81
27,53
27,53
32,97
54,47
53,47
24,69
34,55
31,77
61,77
60,77
56,64
63,58
11,60
87,35
31,77
7,93
36,77
36,85
35,95
14,83
57,76
51,93
43,95
26,75
19,81
33,92
34,65
14,75
23,81
65,82
28,73
54,93
39,94
43,88
41,93
33,95
33,95
33,65
41,92
40,92
39,72
36,77
41,84
39,82
41,92
55,100
26,40
11,38
33,78
34,81
58,69
62,83
60,86
72,86
90,73
98,46
42,96
44,84
35,97
66,96
65,96
48,92
42,83
38,70
12,46
46,94
43,69
33,56
13,57
14,54
15,42
30,82
62,72
27,86
