x,y
62,0
47,12
53,23
41,0
58,17
46,11
47,38
77,27
44,37
63,16
62,19
57,32
47,12
9,40
65,54
67,12
70,25
32,17
48,23
45,12
43,12
62,33
47,34
35,17
35,22
38,21
48,49
58,16
81,16
54,23
48,27
56,25
85,0
67,12
22,2
24,5
24,6
21,0
59,25
53,46
59,63
62,24
92,17
61,0
41,11
81,30
63,22
63,24
61,38
35,0
28,4
65,24
58,4
57,9
76,90
31,21
35,34
49,31
74,50
86,52
41,23
25,30
25,34
62,40
54,50
11,5
75,6
27,33
75,16
97,22
77,46
29,27
29,27
40,28
69,21
47,10
62,15
95,42
27,6
40,0
38,9
35,29
46,40
42,33
58,0
57,38
73,0
68,3
67,44
51,14
96,23
47,27
32,47
63,46
66,53
32,23
4,17
50,31
80,35
76,49
99,99
84,84
59,20
75,19
76,4
72,12
68,50
32,20
88,7
81,0
79,3
