x,y
23,91
24,95
26,93
70,76
33,72
28,69
29,78
41,89
40,87
29,72
24,66
35,63
27,74
20,67
64,80
75,75
75,76
73,90
66,89
53,90
6,45
10,85
18,100
8,93
32,100
27,77
24,84
16,82
2,86
39,89
12,93
84,64
45,71
90,66
92,64
15,84
28,74
26,94
20,82
64,100
40,68
36,79
43,89
33,94
52,90
30,95
30,82
52,55
70,82
64,72
60,41
60,41
44,80
58,94
35,94
25,86
22,72
3,52
61,85
67,92
31,72
30,72
73,63
32,75
57,95
59,80
92,67
99,68
43,93
26,93
67,94
77,73
58,76
41,93
30,95
72,66
73,84
79,85
38,92
30,73
73,93
79,85
74,84
6,68
10,100
18,97
74,80
90,44
