x,y
37,2
36,57
44,90
40,87
40,87
46,29
32,14
52,52
51,26
45,16
79,65
80,63
42,18
38,9
37,13
38,11
35,39
46,78
49,0
29,34
54,48
43,6
42,18
42,7
36,70
46,46
55,76
43,64
45,66
54,18
52,17
75,74
62,75
43,32
68,67
67,100
24,59
26,59
72,73
76,59
88,63
37,70
62,93
49,72
45,77
42,89
32,80
31,80
20,88
20,88
31,64
99,99
86,85
75,90
60,38
43,31
43,33
39,81
38,81
81,10
81,13
78,12
34,26
31,32
68,19
65,51
70,42
72,45
74,44
55,41
46,43
53,54
53,54
55,11
68,27
54,57
86,52
46,75
31,97
39,20
59,62
48,60
69,36
99,99
32,59
