x,y
87,94
46,70
47,33
47,93
32,55
18,45
27,11
44,22
64,86
57,32
36,55
52,57
30,59
40,45
96,20
84,24
63,48
60,75
61,77
64,76
72,67
95,52
41,63
46,84
41,63
41,62
39,68
40,66
88,67
87,94
67,66
62,96
43,69
35,69
39,69
41,86
42,85
99,99
100,57
99,99
69,18
44,73
64,43
63,92
75,89
75,92
76,91
41,15
23,40
87,76
65,65
69,81
74,78
99,99
88,90
52,63
99,99
40,49
38,44
28,69
24,53
60,44
60,33
31,53
91,67
36,56
42,60
65,39
66,40
35,50
29,72
25,67
37,64
63,48
69,51
69,53
41,46
43,53
44,42
61,62
55,54
45,54
47,56
55,66
57,63
51,53
31,68
37,57
37,79
67,50
67,50
56,33
53,59
42,70
40,69
40,46
43,64
46,57
54,83
54,85
20,52
20,63
27,58
42,28
37,55
44,52
43,36
46,31
10,8
11,10
