x,y
11,87
20,88
29,87
52,91
92,64
47,82
51,36
24,73
27,63
68,88
99,0
60,85
63,88
57,85
68,86
58,70
46,62
33,72
45,91
45,90
4,92
63,100
61,80
91,88
94,85
61,92
62,93
61,100
87,100
60,86
43,86
8,100
47,43
36,49
35,50
52,81
19,72
22,66
85,92
73,91
36,79
43,100
35,49
55,100
76,76
69,77
63,86
72,89
32,94
5,92
59,87
53,81
54,90
86,81
90,100
12,70
46,87
47,87
71,93
7,70
6,70
60,73
65,83
63,88
63,91
58,89
14,100
12,94
69,82
68,88
59,91
32,88
38,77
64,76
11,77
41,91
44,92
36,75
52,75
41,75
99,99
38,80
44,81
73,100
