Match ID,Team,Player Name,Position,Jersey Number,Height,Country,Date of Birth,Substitute,Total Pass,Accurate Pass,Rating
12436941,Home,Bernd Leno,G,1,190,Germany,699667200,False,32,27,6.5
12436941,Home,Kenny Tete,D,2,180,Netherlands,813196800,False,35,24,7.3
12436941,Home,Joachim Andersen,D,5,190,Denmark,833500800,False,71,58,7.5
12436941,Home,Calvin Bassey,D,3,185,Nigeria,946598400,False,43,36,7.2
12436941,Home,Antonee Robinson,D,33,183,USA,870998400,False,34,26,7.5
12436941,Home,Andreas Pereira,M,18,177,Brazil,820454400,False,31,21,7
12436941,Home,Saša Lukić,M,20,183,Serbia,839894400,False,27,25,6.7
12436941,Home,Adama Traoré,F,11,178,Spain,822528000,False,16,11,7.2
12436941,Home,Emile Smith Rowe,M,32,182,England,964742400,False,27,26,7.4
12436941,Home,Alex Iwobi,M,17,183,Nigeria,831081600,False,25,19,7.1
12436941,Home,Raúl Jiménez,F,7,189,Mexico,673401600,False,10,7,7.4
12436941,Home,Sander Berge,M,16,195,Norway,887414400,True,12,11,6.9
12436941,Home,Reiss Nelson,F,19,175,England,944784000,True,11,8,7
12436941,Home,Tom Cairney,M,10,185,Scotland,664329600,True,13,12,6.9
12436941,Home,Rodrigo Muniz,F,9,184,Brazil,988934400,True,2,1,6.6
12436941,Home,Harrison Reed,M,6,176,England,791164800,True,6,4,6.7
12436941,Home,Steven Benda,G,23,192,Germany,907200000,True,Unknown,Unknown,Unknown
12436941,Home,Timothy Castagne,D,21,185,Belgium,818121600,True,Unknown,Unknown,Unknown
12436941,Home,Issa Diop,D,31,194,France,852768000,True,Unknown,Unknown,Unknown
12436941,Home,Harry Wilson,M,8,173,Wales,858988800,True,Unknown,Unknown,Unknown
12436941,Away,Alphonse Aréola,G,23,195,France,730771200,False,30,18,6.9
12436941,Away,Aaron Wan-Bissaka,D,29,183,England,880502400,False,23,18,7
12436941,Away,Konstantinos Mavropanos,D,15,194,Greece,881798400,False,43,36,7.4
12436941,Away,Max Kilman,D,26,192,England,864345600,False,39,30,6.9
12436941,Away,Emerson Palmieri,D,33,176,Italy,775872000,False,16,15,6.7
12436941,Away,Edson Álvarez,M,19,185,Mexico,877651200,False,39,32,6.9
12436941,Away,Guido Rodríguez,M,24,185,Argentina,766108800,False,33,27,6.5
12436941,Away,Jarrod Bowen,M,20,174,England,851040000,False,13,12,7.1
12436941,Away,Tomáš Souček,M,28,192,Czechia,793843200,False,7,4,6.6
12436941,Away,Mohammed Kudus,M,14,176,Ghana,965174400,False,21,20,7.2
12436941,Away,Michail Antonio,F,9,180,Jamaica,638582400,False,10,6,6.3
12436941,Away,Crysencio Summerville,M,7,174,Netherlands,1004400000,True,11,6,6.6
12436941,Away,Lucas Paquetá,M,10,180,Brazil,872640000,True,25,18,6.4
12436941,Away,Vladimír Coufal,D,5,179,Czechia,714441600,True,15,11,6.5
12436941,Away,Carlos Soler,M,4,180,Spain,852163200,True,6,5,6.3
12436941,Away,Danny Ings,F,18,178,England,711849600,True,2,Unknown,7.4
12436941,Away,Łukasz Fabiański,G,1,190,Poland,482630400,True,Unknown,Unknown,Unknown
12436941,Away,Aaron Cresswell,D,3,170,England,629683200,True,Unknown,Unknown,Unknown
12436941,Away,Jean-Clair Todibo,D,25,189,France,946512000,True,Unknown,Unknown,Unknown
12436941,Away,Andy Irving,M,39,186,Scotland,958176000,True,Unknown,Unknown,Unknown
