x,y
25,32
39,50
43,71
29,78
8,60
8,63
61,90
78,32
52,71
52,71
56,77
26,75
45,53
35,89
26,52
72,46
68,68
68,77
71,43
21,37
64,56
72,58
67,67
55,85
68,50
1,40
20,64
31,49
27,57
27,57
8,58
70,66
56,38
92,26
86,18
65,39
24,17
35,88
55,88
56,30
69,71
57,27
42,14
35,37
41,31
11,73
11,73
46,19
46,19
63,30
55,45
46,27
71,31
72,26
72,26
58,64
58,63
73,86
65,72
58,26
6,42
25,32
21,40
33,52
70,18
7,17
17,66
23,53
53,29
65,72
75,67
75,64
46,73
67,56
92,33
51,41
68,55
46,50
6,50
29,49
95,60
65,40
55,8
38,28
92,52
53,27
35,35
43,41
92,47
30,41
