Match ID,Team,Player Name,Position,Jersey Number,Height,Country,Date of Birth,Substitute,Total Pass,Accurate Pass,Rating
12436985,Home,David Raya,G,22,183,Spain,811123200,False,23,17,6.1
12436985,Home,Jurriën Timber,D,12,179,Netherlands,992736000,False,68,63,8.3
12436985,Home,William Saliba,D,2,193,France,985392000,False,61,59,6.5
12436985,Home,Gabriel Magalhães,D,6,190,Brazil,882489600,False,87,80,7.2
12436985,Home,Riccardo Calafiori,D,33,188,Italy,1021766400,False,72,62,7.9
12436985,Home,Bukayo Saka,F,7,178,England,999648000,False,54,50,9.4
12436985,Home,Thomas Partey,M,5,185,Ghana,739929600,False,96,87,7.4
12436985,Home,Declan Rice,M,41,188,England,916272000,False,82,75,8
12436985,Home,Gabriel Martinelli,F,11,180,Brazil,992822400,False,24,19,8.4
12436985,Home,Kai Havertz,F,29,193,Germany,929059200,False,39,32,6.9
12436985,Home,Leandro Trossard,F,19,172,Belgium,786499200,False,42,33,7.5
12436985,Home,Raheem Sterling,F,30,170,England,786844800,True,10,9,6.7
12436985,Home,Ethan Nwaneri,F,53,176,England,1174435200,True,6,6,7
12436985,Home,Gabriel Jesus,F,9,175,Brazil,860025600,True,Unknown,Unknown,Unknown
12436985,Home,Neto,G,32,190,Brazil,616809600,True,Unknown,Unknown,Unknown
12436985,Home,Jakub Kiwior,D,15,189,Poland,950572800,True,Unknown,Unknown,Unknown
12436985,Home,Maldini Kacurri,D,35,184,Albania,1128384000,True,Unknown,Unknown,Unknown
12436985,Home,Josh Nichols,D,15,Unknown,England,1153872000,True,Unknown,Unknown,Unknown
12436985,Home,Jorginho,M,20,180,Italy,693187200,True,Unknown,Unknown,Unknown
12436985,Home,Myles Lewis-Skelly,M,49,178,England,1159228800,True,Unknown,Unknown,Unknown
12436985,Away,Mads Hermansen,G,30,187,Denmark,963273600,False,35,19,9.7
12436985,Away,James Justin,D,2,183,England,888192000,False,10,7,8.6
12436985,Away,Wout Faes,D,3,185,Belgium,891561600,False,22,17,6.5
12436985,Away,Caleb Okoli,D,5,191,Italy,994982400,False,26,17,6.5
12436985,Away,Victor Kristiansen,D,16,181,Denmark,1039996800,False,22,18,6.8
12436985,Away,Oliver Skipp,M,22,175,England,969062400,False,16,16,6.3
12436985,Away,Harry Winks,M,8,178,England,823219200,False,29,23,6.1
12436985,Away,Facundo Buonanotte,M,40,174,Argentina,1103760000,False,14,7,7
12436985,Away,Wilfred Ndidi,M,6,186,Nigeria,850694400,False,26,23,6.9
12436985,Away,Stephy Mavididi,M,10,182,England,896572800,False,15,11,6.1
12436985,Away,Jamie Vardy,F,9,178,England,537321600,False,12,10,6.5
12436985,Away,Jordan Ayew,F,18,182,Ghana,684547200,True,1,Unknown,6.4
12436985,Away,Bilal El Khannouss,M,11,180,Morocco,1084147200,True,2,1,6.2
12436985,Away,Bobby Decordova-Reid,M,14,170,Jamaica,728611200,True,2,2,6.4
12436985,Away,Abdul Fatawu Issahaku,F,7,180,Ghana,1078704000,True,Unknown,Unknown,Unknown
12436985,Away,Odsonne Édouard,F,29,187,France,884908800,True,Unknown,Unknown,Unknown
12436985,Away,Danny Ward,G,1,191,Wales,740707200,True,Unknown,Unknown,Unknown
12436985,Away,Ricardo Pereira,D,21,175,Portugal,749865600,True,Unknown,Unknown,Unknown
12436985,Away,Conor Coady,D,4,184,England,730598400,True,Unknown,Unknown,Unknown
12436985,Away,Hamza Choudhury,M,24,178,Bangladesh,875664000,True,Unknown,Unknown,Unknown
