x,y
38,55
29,17
39,69
9,89
5,96
12,95
30,37
36,52
72,61
65,71
63,74
63,11
66,5
81,1
92,13
32,31
31,32
49,61
10,35
30,40
59,68
74,80
72,82
56,86
76,52
55,43
44,72
44,72
56,27
36,70
40,70
71,59
62,67
89,14
75,41
74,30
76,63
54,65
36,67
46,80
44,76
33,71
70,63
21,52
21,52
24,64
70,38
30,85
30,88
28,73
66,66
37,87
34,25
35,84
18,93
80,53
44,67
45,62
40,75
29,68
30,72
44,36
63,26
57,31
62,36
63,73
45,81
33,63
46,56
55,17
55,18
62,0
58,5
58,6
60,22
48,68
47,65
86,13
69,22
92,34
70,92
29,73
29,66
33,61
39,56
33,71
38,29
67,65
46,37
35,48
55,68
40,85
35,85
38,90
72,21
30,11
69,69
65,52
61,62
69,29
62,27
65,28
51,23
60,76
51,84
23,40
38,35
62,57
62,57
59,56
57,62
56,78
