x,y
37,45
40,94
74,49
88,71
83,85
85,61
76,93
86,78
88,89
86,90
87,86
27,72
31,75
43,65
89,80
78,88
85,63
86,82
94,85
87,92
81,88
89,86
84,92
93,82
98,84
82,95
79,86
96,74
97,60
74,73
60,80
87,75
88,75
87,78
80,83
79,82
89,77
73,83
75,94
85,77
93,77
89,81
87,76
86,88
82,84
85,82
91,73
91,72
85,82
93,76
96,79
86,92
75,90
85,85
86,83
72,90
87,76
86,74
80,85
63,95
65,94
63,97
76,80
76,80
95,77
98,78
69,78
74,64
90,87
75,26
94,23
97,29
78,10
79,22
60,4
68,2
65,6
80,27
91,13
71,42
69,13
79,32
87,13
92,14
90,3
