x,y
86,8
83,7
95,18
93,15
97,15
99,0
69,5
73,20
74,26
71,21
66,22
80,6
45,32
85,28
79,29
80,29
81,30
80,10
69,6
71,19
34,12
45,25
42,17
85,12
38,16
41,18
42,5
43,5
75,32
86,10
73,25
79,12
76,22
40,29
77,28
83,6
59,31
36,11
36,11
77,43
78,9
79,6
75,25
74,40
62,34
70,6
21,12
27,12
75,8
74,6
78,6
81,15
39,4
39,4
82,15
85,16
78,7
75,35
75,38
79,36
81,46
96,56
69,93
83,95
85,84
95,59
99,99
93,80
87,93
91,89
85,80
92,83
91,84
85,93
81,90
87,65
38,64
88,89
68,72
83,91
70,85
80,82
79,76
77,77
93,80
96,69
99,99
88,75
90,86
86,90
82,89
76,85
80,88
81,52
54,54
54,44
86,25
87,24
70,94
89,84
87,85
79,91
81,93
85,86
79,90
87,59
81,75
88,85
84,92
34,72
