x,y
20,44
14,48
14,47
28,75
23,73
8,9
7,10
10,14
8,40
25,31
24,28
7,36
11,32
21,36
31,49
27,48
27,50
14,43
2,61
26,52
9,61
46,47
55,71
55,69
35,88
23,56
25,30
20,20
54,56
39,34
22,44
25,44
31,58
37,41
21,37
7,31
57,49
53,53
34,50
37,31
34,30
28,63
39,60
19,33
19,33
21,43
29,50
32,49
9,43
44,64
62,11
57,63
42,59
26,63
26,50
35,47
36,43
30,49
29,50
29,50
24,37
26,30
36,37
46,68
6,73
44,61
9,58
7,65
7,68
33,30
33,34
22,54
45,54
27,49
43,49
38,23
55,62
8,57
31,50
24,70
37,60
25,49
55,55
30,37
30,49
53,58
32,65
61,35
29,38
37,54
49,34
54,40
41,30
48,29
43,27
27,33
33,31
31,29
26,41
31,21
36,49
41,26
39,20
16,44
13,41
36,23
26,11
40,26
58,27
65,32
