x,y
27,60
52,71
45,67
37,71
41,72
60,58
30,75
28,75
40,56
4,60
9,77
11,93
16,70
31,66
22,74
8,57
2,60
48,74
5,61
12,77
2,75
1,73
36,57
30,52
32,64
34,74
16,74
9,67
10,46
34,73
39,81
4,60
9,74
10,94
24,74
27,78
42,73
43,73
37,75
4,61
7,78
37,64
39,69
95,4
17,60
23,65
14,62
53,69
16,71
10,87
53,66
55,63
37,64
40,66
18,46
37,38
18,56
12,79
54,64
56,64
62,74
23,70
25,64
56,83
46,80
67,84
30,78
31,74
28,90
54,60
28,56
14,87
52,66
52,66
32,66
64,83
48,70
45,68
34,49
29,43
34,41
51,50
47,60
39,87
54,75
56,76
48,55
95,49
