x,y
21,65
31,88
40,95
61,90
28,38
57,77
44,59
27,41
27,41
23,80
31,88
51,68
52,88
62,94
63,84
46,52
46,35
35,34
72,70
57,89
44,92
48,90
15,57
45,52
88,21
87,18
24,24
43,38
62,29
62,33
68,29
40,45
40,45
57,89
62,67
18,51
18,51
58,61
54,80
47,92
46,90
70,44
65,89
62,84
23,55
35,15
56,54
47,66
50,39
12,70
21,64
26,80
31,77
15,94
76,35
39,85
33,58
8,56
12,63
67,43
39,43
35,24
39,12
46,36
51,35
57,36
79,48
81,71
89,78
48,23
61,10
62,11
33,71
48,86
62,89
62,91
66,12
42,80
71,82
66,45
74,94
56,88
62,89
