x,y
22,64
28,67
36,63
28,67
35,70
44,69
53,54
53,59
55,57
53,46
54,67
36,5
32,58
35,55
35,62
39,72
47,75
58,67
63,95
13,89
57,76
73,88
41,66
30,64
37,71
44,66
53,79
47,55
55,62
68,71
66,66
62,86
63,93
27,57
58,75
24,61
30,61
31,57
26,61
30,66
48,67
29,51
29,53
21,71
25,70
14,70
16,81
24,94
46,55
54,55
33,91
27,89
57,39
58,65
59,69
64,70
62,70
28,72
46,46
53,60
52,74
52,45
22,61
25,85
33,86
54,81
58,61
39,79
27,59
18,75
24,77
31,73
39,75
38,78
28,79
29,83
24,61
19,91
35,41
10,66
14,52
10,34
12,79
5,59
13,80
8,65
64,48
61,50
53,53
60,43
55,65
52,46
55,38
54,49
59,60
47,34
43,53
67,40
65,70
72,69
12,15
36,54
52,59
46,50
28,58
34,88
34,74
53,72
36,75
