x,y
70,50
36,28
60,38
62,40
47,41
62,14
29,23
6,22
41,46
64,34
31,20
30,14
39,6
39,6
35,15
34,27
60,36
56,43
46,50
20,15
13,16
38,10
56,20
61,35
65,45
25,44
36,31
30,13
71,55
42,32
46,11
63,26
60,27
60,47
63,36
29,0
37,50
66,26
72,13
72,13
56,31
63,7
77,26
70,25
69,17
44,52
27,30
32,34
23,6
73,0
65,2
65,13
63,38
83,0
61,8
60,8
31,49
72,8
73,48
70,39
70,39
70,39
46,56
55,82
60,77
45,44
65,24
42,39
24,34
68,16
25,18
25,18
37,26
38,65
35,65
58,84
58,86
30,69
61,32
56,50
56,54
39,37
35,41
53,50
45,51
64,41
