name,home,away,period,groupName
Ball possession,29%,71%,ALL,Match overview
Expected goals,1.26,0.66,ALL,Match overview
Big chances,1,1,ALL,Match overview
Total shots,8,9,ALL,Match overview
Goalkeeper saves,0,2,ALL,Match overview
Corner kicks,1,9,ALL,Match overview
Fouls,14,12,ALL,Match overview
Passes,278,673,ALL,Match overview
Tackles,14,16,ALL,Match overview
Free kicks,12,14,ALL,Match overview
Yellow cards,1,4,ALL,Match overview
Total shots,8,9,ALL,Shots
Shots on target,4,0,ALL,Shots
Hit woodwork,0,0,ALL,Shots
Shots off target,1,6,ALL,Shots
Blocked shots,3,3,ALL,Shots
Shots inside box,4,5,ALL,Shots
Shots outside box,4,4,ALL,Shots
Big chances scored,1,0,ALL,Attack
Big chances missed,0,1,ALL,Attack
Through balls,1,0,ALL,Attack
Touches in penalty area,19,19,ALL,Attack
Fouled in final third,0,5,ALL,Attack
Offsides,3,0,ALL,Attack
Accurate passes,213,606,ALL,Passes
Throw-ins,10,20,ALL,Passes
Final third entries,30,63,ALL,Passes
Final third phase,38/63 (60%),122/150 (81%),ALL,Passes
Long balls,15/40 (38%),17/29 (59%),ALL,Passes
Crosses,1/3 (33%),4/25 (16%),ALL,Passes
Duels,48%,52%,ALL,Duels
Dispossessed,11,8,ALL,Duels
Ground duels,38/76 (50%),38/76 (50%),ALL,Duels
Aerial duels,5/14 (36%),9/14 (64%),ALL,Duels
Dribbles,12/17 (71%),9/15 (60%),ALL,Duels
Tackles won,64%,44%,ALL,Defending
Total tackles,14,16,ALL,Defending
Interceptions,7,5,ALL,Defending
Recoveries,44,45,ALL,Defending
Clearances,27,6,ALL,Defending
Errors lead to a shot,2,2,ALL,Defending
Total saves,0,2,ALL,Goalkeeping
Goals prevented,0.00,-0.62,ALL,Goalkeeping
Big saves,0,1,ALL,Goalkeeping
Goal kicks,7,4,ALL,Goalkeeping
Ball possession,29%,71%,1ST,Match overview
Expected goals,1.01,0.45,1ST,Match overview
Big chances,1,1,1ST,Match overview
Total shots,3,6,1ST,Match overview
Goalkeeper saves,0,0,1ST,Match overview
Corner kicks,1,5,1ST,Match overview
Passes,151,369,1ST,Match overview
Tackles,8,8,1ST,Match overview
Free kicks,6,6,1ST,Match overview
Yellow cards,0,1,1ST,Match overview
Total shots,3,6,1ST,Shots
Shots on target,1,0,1ST,Shots
Hit woodwork,0,0,1ST,Shots
Shots off target,0,4,1ST,Shots
Blocked shots,2,2,1ST,Shots
Shots inside box,2,2,1ST,Shots
Shots outside box,1,4,1ST,Shots
Big chances scored,1,0,1ST,Attack
Big chances missed,0,1,1ST,Attack
Through balls,1,0,1ST,Attack
Fouled in final third,0,1,1ST,Attack
Offsides,3,0,1ST,Attack
Accurate passes,118,336,1ST,Passes
Throw-ins,3,9,1ST,Passes
Final third entries,9,30,1ST,Passes
Long balls,7/18 (39%),10/13 (77%),1ST,Passes
Crosses,0/1 (0%),3/12 (25%),1ST,Passes
Duels,55%,45%,1ST,Duels
Dispossessed,5,5,1ST,Duels
Ground duels,21/37 (57%),16/37 (43%),1ST,Duels
Aerial duels,3/7 (43%),4/7 (57%),1ST,Duels
Dribbles,7/10 (70%),3/6 (50%),1ST,Duels
Tackles won,50%,25%,1ST,Defending
Total tackles,8,8,1ST,Defending
Interceptions,6,4,1ST,Defending
Recoveries,21,16,1ST,Defending
Clearances,13,3,1ST,Defending
Total saves,0,0,1ST,Goalkeeping
Goal kicks,4,1,1ST,Goalkeeping
Ball possession,29%,71%,2ND,Match overview
Expected goals,0.24,0.20,2ND,Match overview
Big chances,0,0,2ND,Match overview
Total shots,5,3,2ND,Match overview
Goalkeeper saves,0,2,2ND,Match overview
Corner kicks,0,4,2ND,Match overview
Passes,127,304,2ND,Match overview
Tackles,6,8,2ND,Match overview
Free kicks,6,8,2ND,Match overview
Yellow cards,1,3,2ND,Match overview
Total shots,5,3,2ND,Shots
Shots on target,3,0,2ND,Shots
Hit woodwork,0,0,2ND,Shots
Shots off target,1,2,2ND,Shots
Blocked shots,1,1,2ND,Shots
Shots inside box,2,3,2ND,Shots
Shots outside box,3,0,2ND,Shots
Big chances scored,0,0,2ND,Attack
Big chances missed,0,0,2ND,Attack
Through balls,0,0,2ND,Attack
Fouled in final third,0,4,2ND,Attack
Offsides,0,0,2ND,Attack
Accurate passes,95,270,2ND,Passes
Throw-ins,7,11,2ND,Passes
Final third entries,21,33,2ND,Passes
Long balls,8/22 (36%),7/16 (44%),2ND,Passes
Crosses,1/2 (50%),1/13 (8%),2ND,Passes
Duels,41%,59%,2ND,Duels
Dispossessed,6,3,2ND,Duels
Ground duels,17/39 (44%),22/39 (56%),2ND,Duels
Aerial duels,2/7 (29%),5/7 (71%),2ND,Duels
Dribbles,5/7 (71%),6/9 (67%),2ND,Duels
Tackles won,83%,63%,2ND,Defending
Total tackles,6,8,2ND,Defending
Interceptions,1,1,2ND,Defending
Recoveries,23,29,2ND,Defending
Clearances,14,3,2ND,Defending
Total saves,0,2,2ND,Goalkeeping
Goal kicks,3,3,2ND,Goalkeeping
