x,y
64,9
57,15
61,89
48,26
68,83
37,91
12,36
65,89
57,35
14,88
65,83
18,88
31,95
32,81
33,77
80,36
89,35
69,54
73,78
82,54
45,74
45,81
71,69
37,59
55,66
30,58
46,83
8,36
29,96
31,96
40,59
28,31
60,71
33,54
39,64
88,38
76,53
52,65
26,84
32,82
68,69
79,67
84,69
65,82
61,76
64,78
38,34
41,36
33,92
29,80
32,43
79,80
6,47
31,74
60,88
71,90
83,66
8,44
29,27
29,26
29,9
73,11
70,10
99,35
97,38
62,3
67,6
64,7
69,5
42,9
36,10
55,8
16,3
16,3
13,16
18,8
18,8
21,8
13,6
50,50
74,61
75,67
73,94
43,84
24,32
29,34
30,35
