x,y
33,87
32,28
32,28
28,26
31,93
31,63
64,22
64,22
75,5
73,3
44,13
38,12
37,19
21,39
21,39
10,38
12,41
63,60
63,60
44,56
43,66
67,40
69,57
52,83
34,10
45,49
46,55
41,57
15,14
50,28
55,64
62,39
58,37
22,3
24,45
16,43
21,41
28,62
27,34
53,75
45,74
28,14
27,16
5,17
23,28
44,80
43,76
55,82
55,82
59,82
35,72
43,20
48,7
47,6
64,32
32,52
36,10
60,86
9,68
43,76
45,65
40,28
42,28
38,29
82,63
68,16
35,7
31,62
42,72
30,69
33,80
41,74
60,65
59,49
38,67
66,28
33,82
56,74
58,78
58,37
45,49
37,67
38,69
63,39
62,73
72,54
55,12
37,51
91,18
60,26
58,30
63,47
63,25
57,44
72,40
68,46
64,49
46,92
85,39
72,29
65,25
