x,y
25,96
53,17
52,9
26,84
54,27
39,30
33,22
55,11
44,87
54,82
28,70
28,70
29,65
64,11
63,13
41,49
69,16
70,17
34,53
49,26
23,44
29,50
46,55
44,58
39,61
51,35
51,41
69,57
35,26
53,22
26,30
8,57
11,71
9,46
32,16
67,70
31,32
31,32
53,74
15,33
57,76
57,69
61,67
24,65
24,56
50,49
57,27
14,46
26,60
12,60
14,63
55,57
54,55
61,65
65,89
63,25
68,11
41,12
23,6
23,11
8,23
11,22
0,14
41,27
41,28
43,83
41,67
4,51
4,53
55,73
8,42
56,87
60,85
60,81
33,47
41,65
34,71
40,85
37,71
63,41
59,48
46,72
46,72
62,56
45,56
70,85
