x,y
58,35
60,36
53,59
59,58
42,64
56,51
92,66
46,49
38,46
35,49
50,37
54,27
39,55
48,43
44,38
48,46
55,46
68,49
36,42
34,51
35,52
36,50
35,49
39,39
53,53
45,55
44,57
44,50
46,54
51,22
52,40
58,46
57,54
52,49
31,49
57,48
56,54
51,51
25,44
25,44
44,46
44,45
48,44
49,48
52,59
27,23
41,29
43,47
31,42
54,54
46,51
34,51
36,54
7,38
45,20
24,53
36,64
37,66
36,66
56,69
29,58
29,52
21,32
7,31
33,70
54,54
78,94
19,87
26,90
18,44
22,60
23,52
84,95
13,53
47,31
48,41
31,41
35,41
40,41
20,61
61,45
44,34
31,40
26,38
51,31
27,46
29,44
37,51
15,25
35,11
34,50
26,38
18,34
13,32
14,34
36,63
39,66
22,44
25,50
29,33
32,43
29,47
31,19
36,12
26,37
