x,y
33,40
52,19
13,61
36,69
39,75
9,5
23,36
23,31
23,32
43,41
65,39
74,79
20,44
11,32
6,36
35,47
33,62
32,58
19,38
54,24
22,61
10,8
11,29
20,17
52,20
17,20
15,14
46,43
52,43
41,37
23,42
19,26
20,21
33,26
60,31
64,24
79,15
22,21
14,31
12,55
40,32
40,32
83,18
52,48
44,35
66,39
35,63
30,69
19,42
74,48
81,44
19,22
57,7
49,7
54,53
34,33
68,36
33,52
25,25
69,28
69,6
48,40
43,22
87,45
89,48
72,76
53,57
47,18
47,18
7,52
8,51
5,52
2,59
20,32
19,27
5,31
25,18
5,32
24,39
7,36
9,38
21,34
22,24
38,39
33,25
26,36
44,33
52,41
33,48
59,9
10,19
13,51
25,35
28,42
61,27
55,10
34,10
16,19
11,11
43,7
19,21
21,20
34,28
16,25
5,35
56,67
45,87
38,74
4,44
4,29
52,20
40,20
33,33
