x,y
10,10
21,27
20,24
4,21
10,10
8,32
6,34
7,33
8,49
10,20
10,22
10,10
13,58
19,48
26,28
24,31
24,30
23,36
11,15
5,34
5,32
17,38
13,12
18,14
31,19
91,67
20,24
21,34
22,21
19,10
31,20
35,18
31,6
41,21
25,33
10,16
25,8
51,67
35,39
58,16
53,18
4,30
4,28
61,11
9,20
11,40
13,38
30,34
10,20
16,14
15,13
25,27
23,21
71,50
12,43
8,57
6,42
59,29
5,21
8,19
62,47
23,26
11,48
37,36
37,40
29,32
34,33
11,32
10,30
40,42
43,43
12,33
30,60
30,60
14,13
34,72
79,74
78,75
12,42
30,52
55,76
15,34
18,36
20,33
21,34
9,55
44,33
6,38
57,10
