x,y
57,96
45,92
15,85
15,83
36,96
42,100
38,99
42,76
80,89
89,100
90,97
29,86
38,91
85,95
92,100
85,90
45,89
45,94
46,98
23,88
8,50
93,81
71,97
83,97
77,93
66,96
58,95
61,89
45,57
29,75
86,93
57,88
66,94
47,81
47,81
18,77
6,81
8,96
13,96
22,97
38,76
17,97
85,93
45,55
51,58
1,86
8,86
59,93
85,100
75,100
70,95
25,92
60,81
47,96
59,84
80,100
56,89
86,85
72,84
72,96
72,84
19,100
40,90
32,71
24,92
47,95
14,86
13,97
71,82
80,100
79,97
77,95
93,92
65,83
55,79
78,95
46,52
43,84
82,85
91,86
91,86
45,82
90,90
61,100
90,77
37,64
