x,y
53,78
54,62
48,66
54,100
47,90
61,82
55,47
54,52
26,32
90,35
32,61
32,61
32,96
37,84
45,69
57,6
35,71
23,36
23,36
30,58
41,32
45,73
44,43
38,69
46,60
72,84
29,68
3,74
33,77
56,64
30,74
64,83
54,26
38,76
59,89
59,89
65,55
75,60
86,56
63,32
65,79
62,77
65,71
57,38
54,42
53,67
31,70
37,65
46,80
67,85
43,53
13,62
19,65
19,70
39,90
34,86
36,92
57,70
30,46
43,49
39,53
28,51
28,51
95,63
96,58
39,87
45,70
45,47
28,50
48,86
76,87
32,58
21,91
74,77
81,75
38,75
32,84
20,64
35,45
44,47
48,85
56,61
56,60
72,63
