x,y
4,93
2,92
3,55
3,57
53,51
32,88
38,76
70,92
91,96
72,93
34,95
64,90
66,91
68,94
94,83
92,87
57,70
21,88
19,83
64,100
44,73
54,97
39,98
13,88
26,91
30,91
64,97
66,100
62,94
71,96
71,96
74,95
80,97
41,92
71,90
63,97
41,93
38,91
67,88
69,95
70,96
90,93
85,90
92,93
23,94
43,89
3,75
2,75
24,92
63,89
57,92
57,95
88,67
44,100
41,95
80,66
22,82
28,87
24,84
88,73
67,94
66,95
92,89
90,89
87,53
65,73
67,82
69,86
29,62
29,62
61,41
72,93
42,81
27,83
52,97
72,95
80,100
75,97
73,100
17,94
64,84
64,90
63,92
84,76
92,48
30,80
19,77
19,69
44,77
47,72
40,72
43,74
61,78
23,64
41,79
36,100
56,91
81,100
70,96
33,92
66,96
17,74
18,72
20,74
65,84
49,92
11,70
13,61
3,92
3,93
78,100
66,95
43,98
30,75
27,77
10,93
11,94
26,90
25,94
26,100
21,70
37,88
52,65
33,89
28,85
61,76
67,96
55,79
85,94
85,100
80,100
75,98
27,80
27,80
27,80
84,94
