x,y
59,35
41,86
28,29
22,27
35,3
13,43
39,21
35,28
68,63
69,51
27,86
12,82
56,67
81,9
41,29
76,61
91,47
51,91
30,86
59,40
59,40
34,80
54,87
55,70
55,44
71,60
69,57
63,30
30,68
55,92
36,53
57,32
39,31
69,29
12,54
25,72
55,71
77,35
86,37
21,71
24,64
42,70
42,75
45,79
42,94
62,17
57,18
29,44
60,84
62,32
69,27
71,84
57,75
33,9
53,59
63,65
63,50
63,70
21,59
19,65
38,75
44,72
50,72
31,58
36,42
71,29
63,78
46,66
53,50
61,88
62,82
62,84
67,62
66,61
61,71
26,37
32,53
38,10
58,84
61,70
62,74
68,76
54,83
58,79
