x,y
28,66
5,16
14,13
11,20
13,34
44,64
59,18
38,22
34,20
52,25
55,38
27,36
55,21
41,36
60,24
42,30
45,30
8,54
14,42
2,7
10,31
7,25
8,52
14,28
14,28
27,38
18,28
27,31
24,33
31,53
30,40
64,19
65,22
39,36
39,36
32,42
26,45
27,39
56,29
52,13
48,66
63,37
62,9
60,6
42,36
10,48
49,29
47,28
43,18
19,25
16,33
21,36
13,31
16,44
8,34
25,43
16,35
17,23
30,43
93,54
94,53
21,45
45,31
36,35
37,31
42,31
28,53
28,53
18,2
32,28
26,29
43,2
29,14
46,16
42,26
35,25
37,62
18,22
23,16
7,66
3,79
35,34
12,3
10,2
12,2
13,23
16,2
91,48
96,44
7,41
35,35
35,35
21,22
39,33
55,34
34,22
12,18
12,18
27,21
60,35
69,23
62,25
61,25
22,54
27,37
28,37
48,27
39,31
32,36
55,20
30,19
46,37
54,23
61,32
3,51
15,33
25,42
24,14
51,32
11,59
13,54
54,3
24,23
