x,y
53,47
46,34
41,11
22,11
40,34
44,22
31,31
52,20
29,32
23,36
22,31
30,15
27,15
33,61
32,52
29,37
31,32
38,9
48,43
32,35
8,45
8,46
20,25
30,25
20,27
21,27
39,36
53,45
44,33
33,43
40,41
27,30
32,25
26,31
38,10
54,21
55,16
34,28
34,26
27,26
46,27
62,32
44,32
52,28
63,18
39,24
45,31
33,9
24,13
36,30
9,27
21,35
10,38
25,17
26,30
31,31
61,33
22,13
25,64
60,34
24,33
56,14
8,52
11,53
11,40
23,30
14,45
8,28
17,47
19,45
28,35
23,35
20,37
9,58
20,41
31,44
30,38
23,14
28,32
94,51
92,54
21,28
29,36
5,18
35,43
32,35
