x,y
34,74
67,87
47,85
43,83
35,45
31,67
11,95
11,95
43,88
29,73
37,89
37,86
40,67
41,67
35,85
40,85
59,73
23,68
24,67
34,68
45,100
24,89
24,93
27,100
30,96
34,94
30,95
78,100
82,100
78,95
43,92
25,86
75,92
41,91
79,64
38,72
34,82
28,94
82,16
36,59
36,58
35,72
52,75
54,78
84,25
37,77
56,84
41,90
47,81
55,44
55,44
79,100
76,18
33,73
36,84
29,77
35,90
36,88
39,92
83,10
66,87
46,100
78,16
28,88
59,83
57,86
55,85
71,100
54,100
11,50
64,83
83,84
24,78
36,58
42,60
31,63
38,67
37,59
45,87
9,40
26,92
73,9
90,59
99,0
69,71
91,44
99,0
79,50
99,0
73,16
73,13
77,5
84,10
40,72
53,89
43,63
